Timestamp, Id, Get Frame
1714054327.192805,564
1714054327.196106,565
1714054327.20076,566
1714054327.2045,567
1714054327.225316,568
1714054327.257738,569
1714054327.293365,570
1714054327.32539,571
1714054327.357412,572
1714054327.393676,573
1714054327.425409,574
1714054327.457729,575
1714054327.49368,576
1714054327.525469,577
1714054327.557696,578
1714054327.593684,579
1714054327.625699,580
1714054327.657616,581
1714054327.693625,582
1714054327.725314,583
1714054327.757347,584
1714054327.793339,585
1714054327.825296,586
1714054327.857258,587
1714054327.893286,588
1714054327.925267,589
1714054327.957261,590
1714054327.993239,591
1714054328.025273,592
1714054328.057264,593
1714054328.093245,594
1714054328.125285,595
1714054328.157271,596
1714054328.193258,597
1714054328.225253,598
1714054328.257283,599
1714054328.293248,600
1714054328.325272,601
1714054328.357273,602
1714054328.393262,603
1714054328.42526,604
1714054328.45726,605
1714054328.493269,606
1714054328.525255,607
1714054328.557249,608
1714054328.593272,609
1714054328.625252,610
1714054328.657262,611
1714054328.693252,612
1714054328.725277,613
1714054328.75727,614
1714054328.793283,615
1714054328.825327,616
1714054328.857292,617
1714054328.893254,618
1714054328.925264,619
1714054328.957264,620
1714054328.993257,621
1714054329.02529,622
1714054329.05737,623
1714054329.093263,624
1714054329.125255,625
1714054329.157261,626
1714054329.193254,627
1714054329.225247,628
1714054329.257257,629
1714054329.293271,630
1714054329.325253,631
1714054329.357289,632
1714054329.393253,633
1714054329.425281,634
1714054329.457278,635
1714054329.493249,636
1714054329.525284,637
1714054329.557286,638
1714054329.593266,639
1714054329.625274,640
1714054329.657269,641
1714054329.693251,642
1714054329.725278,643
1714054329.757311,644
1714054329.793264,645
1714054329.825252,646
1714054329.857319,647
1714054329.893297,648
1714054329.925291,649
1714054329.957274,650
1714054329.9933,651
1714054330.025282,652
1714054330.057263,653
1714054330.093251,654
1714054330.125283,655
1714054330.15728,656
1714054330.193263,657
1714054330.225497,658
1714054330.257298,659
1714054330.293264,660
1714054330.325269,661
1714054330.357297,662
1714054330.393283,663
1714054330.425261,664
1714054330.457289,665
1714054330.493257,666
1714054330.525275,667
1714054330.557273,668
1714054330.593303,669
1714054330.625286,670
1714054330.657286,671
1714054330.693285,672
1714054330.725272,673
1714054330.757272,674
1714054330.793271,675
1714054330.825299,676
1714054330.857331,677
1714054330.893298,678
1714054330.925308,679
1714054330.957305,680
1714054330.993299,681
1714054331.025291,682
1714054331.057332,683
1714054331.093293,684
1714054331.125286,685
1714054331.157324,686
1714054331.193296,687
1714054331.225286,688
1714054331.257295,689
1714054331.293305,690
1714054331.325299,691
1714054331.357291,692
1714054331.393284,693
1714054331.42529,694
1714054331.457296,695
1714054331.493272,696
1714054331.525323,697
1714054331.557317,698
1714054331.59328,699
1714054331.625307,700
1714054331.657288,701
1714054331.693313,702
1714054331.725311,703
1714054331.757325,704
1714054331.793309,705
1714054331.825308,706
1714054331.857313,707
1714054331.893289,708
1714054331.925291,709
1714054331.957317,710
1714054331.993321,711
1714054332.025293,712
1714054332.0573,713
1714054332.093302,714
1714054332.125304,715
1714054332.157295,716
1714054332.193286,717
1714054332.225298,718
1714054332.257293,719
1714054332.293273,720
1714054332.325307,721
1714054332.357343,722
1714054332.393315,723
1714054332.425317,724
1714054332.457368,725
1714054332.493281,726
1714054332.525299,727
1714054332.557547,728
1714054332.593315,729
1714054332.625295,730
1714054332.6573,731
1714054332.693304,732
1714054332.725298,733
1714054332.757294,734
1714054332.793332,735
1714054332.825353,736
1714054332.857393,737
1714054332.893307,738
1714054332.92531,739
1714054332.957307,740
1714054332.993283,741
1714054333.025326,742
1714054333.057289,743
1714054333.093279,744
1714054333.125283,745
1714054333.157319,746
1714054333.193289,747
1714054333.225286,748
1714054333.257324,749
1714054333.293299,750
1714054333.325294,751
1714054333.357311,752
1714054333.393282,753
1714054333.425383,754
1714054333.45729,755
1714054333.493333,756
1714054333.525314,757
1714054333.557303,758
1714054333.593277,759
1714054333.625324,760
1714054333.657304,761
1714054333.693284,762
1714054333.725318,763
1714054333.7573,764
1714054333.793292,765
1714054333.825277,766
1714054333.857295,767
1714054333.893286,768
1714054333.925289,769
1714054333.95731,770
1714054333.993296,771
1714054334.025408,772
1714054334.057309,773
1714054334.093297,774
1714054334.12529,775
1714054334.157297,776
1714054334.193312,777
1714054334.225296,778
1714054334.25731,779
1714054334.293285,780
1714054334.325306,781
1714054334.357311,782
1714054334.393288,783
1714054334.425318,784
1714054334.457312,785
1714054334.49329,786
1714054334.525315,787
1714054334.557322,788
1714054334.593309,789
1714054334.625381,790
1714054334.657303,791
1714054334.693294,792
1714054334.7253,793
1714054334.757321,794
1714054334.793314,795
1714054334.825313,796
1714054334.857299,797
1714054334.8933,798
1714054334.925311,799
1714054334.957322,800
1714054334.993301,801
1714054335.025338,802
1714054335.057333,803
1714054335.093295,804
1714054335.125324,805
1714054335.157331,806
1714054335.19331,807
1714054335.225415,808
1714054335.257343,809
1714054335.293345,810
1714054335.325327,811
1714054335.357321,812
1714054335.393313,813
1714054335.425315,814
1714054335.45732,815
1714054335.493326,816
1714054335.525332,817
1714054335.557345,818
1714054335.59333,819
1714054335.625315,820
1714054335.657312,821
1714054335.693291,822
1714054335.725306,823
1714054335.757309,824
1714054335.793281,825
1714054335.825415,826
1714054335.857387,827
1714054335.893353,828
1714054335.925329,829
1714054335.957336,830
1714054335.993312,831
1714054336.025314,832
1714054336.057389,833
1714054336.093317,834
1714054336.125309,835
1714054336.157319,836
1714054336.193315,837
1714054336.225322,838
1714054336.257309,839
1714054336.293325,840
1714054336.325331,841
1714054336.357331,842
1714054336.393309,843
1714054336.425323,844
1714054336.45733,845
1714054336.493298,846
