Timestamp, Id, Get Frame
1714054293.529628,1
1714054293.558937,2
1714054293.594303,3
1714054293.626327,4
1714054293.658115,5
1714054293.693312,6
1714054293.725299,7
1714054293.757465,8
1714054293.793173,9
1714054293.825126,10
1714054293.857129,11
1714054293.893201,12
1714054293.925084,13
1714054293.957088,14
1714054293.993054,15
1714054294.025086,16
1714054294.05709,17
1714054294.093057,18
1714054294.125073,19
1714054294.157063,20
1714054294.193079,21
1714054294.225063,22
1714054294.257103,23
1714054294.293065,24
1714054294.325063,25
1714054294.357083,26
1714054294.393066,27
1714054294.425055,28
1714054294.457088,29
1714054294.493071,30
1714054294.52505,31
1714054294.557072,32
1714054294.593078,33
1714054294.625063,34
1714054294.657073,35
1714054294.69306,36
1714054294.725077,37
1714054294.757088,38
1714054294.793065,39
1714054294.825105,40
1714054294.857078,41
1714054294.893069,42
1714054294.925094,43
1714054294.957113,44
1714054294.993094,45
1714054295.02506,46
1714054295.057102,47
1714054295.09309,48
1714054295.125064,49
1714054295.157076,50
1714054295.193082,51
1714054295.225063,52
1714054295.257093,53
1714054295.293069,54
1714054295.325082,55
1714054295.357067,56
1714054295.393051,57
1714054295.425095,58
1714054295.457102,59
1714054295.493097,60
1714054295.525104,61
1714054295.557085,62
1714054295.593073,63
1714054295.625067,64
1714054295.657113,65
1714054295.69311,66
1714054295.725084,67
1714054295.757076,68
1714054295.793076,69
1714054295.825075,70
1714054295.857091,71
1714054295.893102,72
1714054295.925091,73
1714054295.957089,74
1714054295.993091,75
1714054296.025091,76
1714054296.057091,77
1714054296.093078,78
1714054296.125108,79
1714054296.157189,80
1714054296.193132,81
1714054296.225116,82
1714054296.257172,83
1714054296.293083,84
1714054296.325092,85
1714054296.357108,86
1714054296.393076,87
1714054296.425077,88
1714054296.457078,89
1714054296.49306,90
1714054296.525106,91
1714054296.557086,92
1714054296.593089,93
1714054296.625082,94
1714054296.657085,95
1714054296.693096,96
1714054296.725099,97
1714054296.757124,98
1714054296.793083,99
1714054296.825088,100
1714054296.857123,101
1714054296.893057,102
1714054296.925126,103
1714054296.95709,104
1714054296.993077,105
1714054297.02509,106
1714054297.057113,107
1714054297.093086,108
1714054297.12507,109
1714054297.157098,110
1714054297.193097,111
1714054297.225134,112
1714054297.257112,113
1714054297.293243,114
1714054297.325139,115
1714054297.357132,116
1714054297.393093,117
1714054297.425096,118
1714054297.4571,119
1714054297.493101,120
1714054297.525108,121
1714054297.557112,122
1714054297.59309,123
1714054297.625102,124
1714054297.657101,125
1714054297.693086,126
1714054297.725089,127
1714054297.757121,128
1714054297.793111,129
1714054297.825098,130
1714054297.857123,131
1714054297.893192,132
1714054297.925086,133
1714054297.957104,134
1714054297.993093,135
1714054298.025104,136
1714054298.0571,137
1714054298.093114,138
